"","NGenes","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed","TERM"
"path:sey03440",31,"Down",0.000753676006032461,0.00176283540394033,3.48448220881842e-10,9.55777211687897e-10,"Homologous recombination"
"path:sey00523",5,"Down",0.000784919966421497,0.00180531592276944,0.0205377583167706,0.0234232284935069,"Polyketide sugar unit biosynthesis"
"path:sey01120",281,"Up",0.000968368748929198,0.00219073585823327,8.52327913329854e-12,5.6010120018819e-11,"Microbial metabolism in diverse environments"
"path:sey02030",23,"Up",0.0012041330177374,0.00268016703948003,1.89944506516264e-07,2.64771130295398e-07,"Bacterial chemotaxis"
"path:sey00730",14,"Down",0.00142377232094645,0.00311873936969221,4.94109128533163e-08,7.83759307328465e-08,"Thiamine metabolism"
"path:sey00280",10,"Up",0.00148577006080393,0.00320369169360848,1.90402555173849e-08,3.24389538444336e-08,"Valine, leucine and isoleucine degradation"
"path:sey00480",24,"Up",0.00160877130455618,0.00341554523121158,6.40550825543194e-12,4.7832660196842e-11,"Glutathione metabolism"
"path:sey00450",15,"Down",0.00180083967462859,0.00376539204695069,3.58652818895137e-11,1.64980296691763e-10,"Selenocompound metabolism"
"path:sey03018",16,"Down",0.001830480924579,0.00377024429241644,1.22801882053877e-06,1.62948651186876e-06,"RNA degradation"
"path:sey00740",17,"Up",0.00221278224430417,0.00449064631932317,2.79886246104172e-13,5.34516890819742e-12,"Riboflavin metabolism"
"path:sey00300",13,"Up",0.0023493932790513,0.00469878655810259,2.1410326420187e-09,4.54557699382432e-09,"Lysine biosynthesis"
"path:sey00410",9,"Up",0.00311798825317785,0.00614689112769348,1.41571362974464e-08,2.5047241141636e-08,"beta-Alanine metabolism"
"path:sey00525",3,"Down",0.0033497510748548,0.00651078377929524,0.141185370220652,0.149873700695769,"Acarbose and validamycin biosynthesis"
"path:sey00946",1,"Down",0.00342365174618956,0.00656199918019666,0.00342365174618956,0.00409348675282248,"Degradation of flavonoids"
"path:sey00627",6,"Up",0.0042963426702335,0.00812185326701676,0.00344090190816962,0.00409348675282248,"Aminobenzoate degradation"
"path:sey00362",9,"Up",0.00529360541284651,0.00987185874287592,0.000719879886574023,0.000879145348205445,"Benzoate degradation"
"path:sey01230",127,"Up",0.00600342663071091,0.0110463050005081,8.49655898332184e-11,3.09797571137336e-10,"Biosynthesis of amino acids"
"path:sey00430",3,"Down",0.00829057880115414,0.0150539457178851,0.142879131230284,0.150513893967781,"Taurine and hypotaurine metabolism"
"path:sey00600",2,"Up",0.00906188822881721,0.0162407866958023,1,1,"Sphingolipid metabolism"
"path:sey00543",13,"Up",0.00936459542284415,0.0165681303634935,0.001931077110681,0.00233761966029806,"Exopolysaccharide biosynthesis"
"path:sey00053",23,"Up",0.00966392874227723,0.0168812932460033,4.76456090249018e-14,2.01668665767627e-12,"Ascorbate and aldarate metabolism"
"path:sey02060",59,"Up",0.0106391537074654,0.0183221383123607,8.96828304701348e-12,5.62555936585391e-11,"Phosphotransferase system (PTS)"
"path:sey03420",8,"Down",0.0107542985746465,0.0183221383123607,6.38989472751027e-05,8.01641338542198e-05,"Nucleotide excision repair"
"path:sey00550",26,"Up",0.0109259028222978,0.0183874949936231,7.42787598489468e-13,1.13894098435052e-11,"Peptidoglycan biosynthesis"
"path:sey01054",1,"Up",0.0122678236234687,0.0203971043378155,0.0122678236234687,0.014226551765031,"Nonribosomal peptide structures"
"path:sey00250",33,"Down",0.0186674161077353,0.0306678978912794,2.76317489104718e-11,1.41228938875745e-10,"Alanine, aspartate and glutamate metabolism"
"Fur",41,"Down",0.0227006848568399,0.0368552295322812,3.77793195699217e-11,1.68178906472554e-10,"Fur"
"path:sey00561",12,"Down",0.0234258434504669,0.0375903069321446,2.02614910967712e-09,4.36888401774128e-09,"Glycerolipid metabolism"
"path:sey00040",36,"Up",0.0256067684595905,0.0406176327290056,2.98276066374554e-14,2.01668665767627e-12,"Pentose and glucuronate interconversions"
"path:sey00750",9,"Down",0.0259358535985278,0.0406721340522368,6.71972847305589e-08,1.03035836586857e-07,"Vitamin B6 metabolism"
"path:sey00350",21,"Up",0.0280961385211524,0.04356479905527,1.8269923635251e-11,1.05052060902693e-10,"Tyrosine metabolism"
"path:sey00261",8,"Up",0.0296994876254065,0.0455392143589566,4.75855283328847e-08,7.63581733713731e-08,"Monobactam biosynthesis"
"path:sey05132",36,"Up",0.0332916647747987,0.0504862608672771,2.49045258313429e-10,7.31239269090494e-10,"Salmonella infection"
"path:sey00360",7,"Up",0.0380925298389569,0.0571387947584354,2.71780391328867e-06,3.5719708574651e-06,"Phenylalanine metabolism"
"path:sey01040",3,"Down",0.0417990663439246,0.0620244210264687,0.0106950536120219,0.012507774563212,"Biosynthesis of unsaturated fatty acids"
"path:sey00630",33,"Up",0.0428569256406109,0.0629176142383437,3.60147934838918e-10,9.55777211687897e-10,"Glyoxylate and dicarboxylate metabolism"
"RpoE",28,"Up",0.0436835982086309,0.0634561742399059,3.80167974343752e-12,3.49754536396252e-11,"RpoE"
"path:sey00562",11,"Down",0.0556439400562476,0.0799881638308559,4.10752905793729e-07,5.6122674256965e-07,"Inositol phosphate metabolism"
"path:sey00626",4,"Down",0.0621950071673084,0.088483618444212,0.0746510940516402,0.0811169368435146,"Naphthalene degradation"
"SlyA",8,"Down",0.0756041285364743,0.106462956510545,1.53633589398116e-07,2.16341176907551e-07,"SlyA"
"path:sey00760",25,"Up",0.0815473204350848,0.113672022424664,1.77531322517517e-10,5.83317202557557e-10,"Nicotinate and nicotinamide metabolism"
"path:sey00640",35,"Up",0.0894993998728426,0.123509171824523,1.10912687432588e-08,1.98778582671392e-08,"Propanoate metabolism"
"path:sey00051",44,"Up",0.0906298819062062,0.123830927753034,6.50735257650817e-10,1.54830113027263e-09,"Fructose and mannose metabolism"
"path:sey00330",23,"Up",0.0978535973153886,0.132390161073761,1.05019379738684e-10,3.71607035998422e-10,"Arginine and proline metabolism"
"path:sey00920",38,"Up",0.0996039923358606,0.133450009149017,6.6650762136988e-08,1.03035836586857e-07,"Sulfur metabolism"
"path:sey00030",41,"Down",0.112942947147165,0.149866602945277,2.94138014013917e-11,1.44968021192574e-10,"Pentose phosphate pathway"
"path:sey03410",14,"Down",0.121687848992432,0.159369176229464,7.41143459223921e-08,1.09976126207421e-07,"Base excision repair"
"path:sey00520",53,"Up",0.122414004929878,0.159369176229464,7.23417635285188e-12,4.9915816834678e-11,"Amino sugar and nucleotide sugar metabolism"
"path:sey00190",44,"Down",0.134291383732818,0.173198233225504,3.38506609339927e-09,6.77013218679855e-09,"Oxidative phosphorylation"
"path:sey00260",37,"Up",0.145684933093275,0.186152970063629,2.54968959452337e-10,7.33035758425468e-10,"Glycine, serine and threonine metabolism"
"path:sey00564",28,"Up",0.172401589910496,0.218269902822463,6.1980523920865e-12,4.7832660196842e-11,"Glycerophospholipid metabolism"
"path:sey01053",8,"Down",0.180949847277043,0.227009808402108,0.175810026759421,0.183801391612122,"Biosynthesis of siderophore group nonribosomal peptides"
"path:sey00780",14,"Down",0.190455854092311,0.236782953736387,3.29483951935996e-06,4.24941919319322e-06,"Biotin metabolism"
"path:sey00770",25,"Up",0.203819798425801,0.251135108774648,1.02295071879433e-12,1.41167199193618e-11,"Pantothenate and CoA biosynthesis"
"path:sey01200",112,"Up",0.205677957071585,0.251181929875033,1.44726454273687e-10,4.87128065604119e-10,"Carbon metabolism"
"path:sey05100",10,"Down",0.2161723043312,0.261682263137768,0.264178559963332,0.274110084773983,"Bacterial invasion of epithelial cells"
"path:sey00625",5,"Down",0.230956354806965,0.275864095238451,0.0154793323868736,0.0178012322449047,"Chloroalkane and chloroalkene degradation"
"path:sey00620",62,"Up",0.231885761214929,0.275864095238451,3.45181382542488e-09,6.80500439869477e-09,"Pyruvate metabolism"
"path:sey01250",49,"Down",0.243597801538467,0.287320483865885,5.70881236900589e-11,2.32331714575721e-10,"Biosynthesis of nucleotide sugars"
"FNR",10,"Up",0.250810698109852,0.293320985925081,2.11321255234415e-10,6.78193795868589e-10,"FNR"
"path:sey00052",30,"Up",0.264047471526399,0.306206311518009,5.3442058527234e-11,2.30468877398696e-10,"Galactose metabolism"
"path:sey00541",26,"Down",0.27838133802887,0.3201385387332,4.13462686475561e-10,1.05662686543754e-09,"O-Antigen nucleotide sugar biosynthesis"
"path:sey02024",60,"Down",0.286340757505931,0.326570450709244,6.44926551043988e-11,2.53927220184889e-10,"Quorum sensing"
"path:sey00130",21,"Down",0.333502313866662,0.377240322242617,6.62418835264929e-11,2.53927220184889e-10,"Ubiquinone and other terpenoid-quinone biosynthesis"
"path:sey00592",3,"Down",0.336630788130006,0.377683323267812,0.102170080627574,0.110152118176604,"alpha-Linolenic acid metabolism"
"path:sey00270",37,"Down",0.359388263282036,0.397940008831086,3.00059510133746e-09,6.18033020872493e-09,"Cysteine and methionine metabolism"
"path:sey00010",44,"Down",0.360452906549896,0.397940008831086,1.15957154741665e-09,2.62329300890979e-09,"Glycolysis / Gluconeogenesis"
"path:sey01220",14,"Up",0.376853670334315,0.41274449608044,2.4942183933113e-08,4.14701371418023e-08,"Degradation of aromatic compounds"
"path:sey00680",31,"Down",0.391303932932869,0.42519639956485,2.18481483990526e-10,6.85237381606651e-10,"Methane metabolism"
"path:sey00542",1,"Down",0.406985047896789,0.438780754763725,0.406985047896789,0.409955741677057,"O-Antigen repeat unit biosynthesis"
"path:sey01110",351,"Up",0.422026179641119,0.451469866592825,2.07283204817485e-11,1.11516760587434e-10,"Biosynthesis of secondary metabolites"
"path:sey00401",4,"Down",0.477244551193885,0.50661344665197,0.0253567322816986,0.028219589152213,"Novobiocin biosynthesis"
"OxyR",42,"Up",0.481241404585044,0.506956594143023,1.82072142096524e-12,1.91697942936056e-11,"OxyR"
"path:sey00071",13,"Up",0.499420926755687,0.522121877971855,2.44493422762722e-08,4.1146454074702e-08,"Fatty acid degradation"
"path:sey00340",12,"Up",0.664621590596605,0.689607364679184,1.22822817158226e-05,1.56940266368844e-05,"Histidine metabolism"
"path:sey00540",40,"Up",0.726514360178009,0.748201356004218,2.10104041686471e-11,1.11516760587434e-10,"Lipopolysaccharide biosynthesis"
"path:sey01100",944,"Up",0.748272043098339,0.764900310722746,6.58565611405796e-12,4.7832660196842e-11,"Metabolic pathways"
"path:sey00400",22,"Up",0.838469024443018,0.850799451273062,1.28537191745851e-10,4.43453311523186e-10,"Phenylalanine, tyrosine and tryptophan biosynthesis"
"CRP",232,"Up",0.947478464364501,0.948006415293958,3.49005573309406e-11,1.64980296691763e-10,"CRP"
"path:sey00860",37,"Down",0.948006415293958,0.948006415293958,2.45250592938719e-10,7.31239269090494e-10,"Porphyrin metabolism"
